fighter,opp,date,division,secs,sig_l,sig_a,sig_l_opp,sig_a_opp,td_l,td_a,td_l_opp,td_a_opp,ctrl,sub,kd,kd_abs,won,decided,won_by_ko,lost_by_ko,won_by_sub,won_by_dec,year
Evan Elder,Nazim Sadykhov,2023-02-18,Lightweight,638,70,142,64,132,1,6,1,1,93,0,1,0,0,1,0,1,0,0,2023
Nazim Sadykhov,Evan Elder,2023-02-18,Lightweight,638,64,132,70,142,1,1,1,6,19,0,0,1,1,1,1,0,0,0,2023
Ovince Saint Preux,Philipe Lins,2023-02-18,Light Heavyweight,49,1,3,18,44,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2023
Philipe Lins,Ovince Saint Preux,2023-02-18,Light Heavyweight,49,18,44,1,3,0,0,0,0,2,0,1,0,1,1,1,0,0,0,2023
Marcin Prachnio,William Knight,2023-02-18,Light Heavyweight,900,79,144,8,33,0,0,0,3,0,0,0,0,1,1,0,0,0,1,2023
William Knight,Marcin Prachnio,2023-02-18,Light Heavyweight,900,8,33,79,144,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2023
Alatengheili,Batgerel Danaa,2019-08-31,Bantamweight,900,36,89,85,230,3,7,0,1,172,0,0,0,1,1,0,0,0,1,2019
Batgerel Danaa,Alatengheili,2019-08-31,Bantamweight,900,85,230,36,89,0,1,3,7,6,0,0,0,0,1,0,0,0,0,2019
Da Woon Jung,Khadis Ibragimov,2019-08-31,Light Heavyweight,719,81,190,88,167,0,1,1,6,5,1,0,0,1,1,0,0,1,0,2019
Khadis Ibragimov,Da Woon Jung,2019-08-31,Light Heavyweight,719,88,167,81,190,1,6,0,1,190,0,0,0,0,1,0,0,0,0,2019
Damir Ismagulov,Thiago Moises,2019-08-31,Lightweight,900,71,188,36,114,0,5,0,3,77,0,1,0,1,1,0,0,0,1,2019
Thiago Moises,Damir Ismagulov,2019-08-31,Lightweight,900,36,114,71,188,0,3,0,5,24,0,0,1,0,1,0,0,0,0,2019
Jessica Andrade,Zhang Weili,2019-08-31,Women's Strawweight,42,4,12,29,38,0,0,0,0,5,0,0,1,0,1,0,1,0,0,2019
Zhang Weili,Jessica Andrade,2019-08-31,Women's Strawweight,42,29,38,4,12,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2019
Anthony Hernandez,JunYong Park,2019-08-31,Middleweight,579,59,110,81,148,6,9,0,0,273,1,0,0,1,1,0,0,1,0,2019
JunYong Park,Anthony Hernandez,2019-08-31,Middleweight,579,81,148,59,110,0,0,6,9,16,0,0,0,0,1,0,0,0,0,2019
Kai Kara-France,Mark De La Rosa,2019-08-31,Flyweight,900,91,193,60,195,1,1,1,7,19,0,1,0,1,1,0,0,0,1,2019
Mark De La Rosa,Kai Kara-France,2019-08-31,Flyweight,900,60,195,91,193,1,7,1,1,72,0,0,1,0,1,0,0,0,0,2019
Karol Rosa,Lara Procopio,2019-08-31,Women's Bantamweight,900,171,351,165,290,0,0,0,5,64,0,1,0,1,1,0,0,0,1,2019
Lara Procopio,Karol Rosa,2019-08-31,Women's Bantamweight,900,165,290,171,351,0,5,0,0,22,0,0,1,0,1,0,0,0,0,2019
Elizeu Zaleski dos Santos,Li Jingliang,2019-08-31,Welterweight,891,54,160,59,128,0,1,2,3,24,0,0,3,0,1,0,1,0,0,2019
Li Jingliang,Elizeu Zaleski dos Santos,2019-08-31,Welterweight,891,59,128,54,160,2,3,0,1,22,0,3,0,1,1,1,0,0,0,2019
Derrick Krantz,Song Kenan,2019-08-31,Welterweight,900,33,85,58,128,3,6,0,0,338,1,0,0,0,1,0,0,0,0,2019
Song Kenan,Derrick Krantz,2019-08-31,Welterweight,900,58,128,33,85,0,0,3,6,35,0,0,0,1,1,0,0,0,1,2019
Andre Soukhamthath,Sumudaerji,2019-08-31,Bantamweight,900,23,72,93,157,0,3,1,1,87,0,0,0,0,1,0,0,0,0,2019
Sumudaerji,Andre Soukhamthath,2019-08-31,Bantamweight,900,93,157,23,72,1,1,0,3,216,0,0,0,1,1,0,0,0,1,2019
Mizuki,Wu Yanan,2019-08-31,Women's Flyweight,900,93,204,123,270,0,4,0,4,36,0,0,0,1,1,0,0,0,1,2019
Wu Yanan,Mizuki,2019-08-31,Women's Flyweight,900,123,270,93,204,0,4,0,4,29,0,0,0,0,1,0,0,0,0,2019
Andrei Arlovski,Waldo Cortes Acosta,2024-01-13,Heavyweight,900,58,127,49,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2024
Waldo Cortes Acosta,Andrei Arlovski,2024-01-13,Heavyweight,900,49,136,58,127,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2024
Farid Basharat,Taylor Lapilus,2024-01-13,Bantamweight,900,42,100,40,93,5,16,0,0,418,1,0,0,1,1,0,0,0,1,2024
Taylor Lapilus,Farid Basharat,2024-01-13,Bantamweight,900,40,93,42,100,0,0,5,16,2,0,0,0,0,1,0,0,0,0,2024
Gabriel Benitez,Jim Miller,2024-01-13,Lightweight,805,80,182,80,140,0,0,2,2,1,0,0,0,0,1,0,0,0,0,2024
Jim Miller,Gabriel Benitez,2024-01-13,Lightweight,805,80,140,80,182,2,2,0,0,235,1,0,0,1,1,0,0,1,0,2024
Felipe Bunes,Joshua Van,2024-01-13,Flyweight,571,50,91,83,141,2,6,1,1,122,0,0,1,0,1,0,1,0,0,2024
Joshua Van,Felipe Bunes,2024-01-13,Flyweight,571,83,141,50,91,1,1,2,6,74,0,1,0,1,1,1,0,0,0,2024
Johnny Walker,Magomed Ankalaev,2024-01-13,Light Heavyweight,462,24,71,39,58,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2024
Magomed Ankalaev,Johnny Walker,2024-01-13,Light Heavyweight,462,39,58,24,71,0,0,0,0,5,0,1,0,1,1,1,0,0,0,2024
Gaston Bolanos,Marcus McGhee,2024-01-13,Bantamweight,509,28,81,65,123,0,0,1,3,4,0,0,1,0,1,0,1,0,0,2024
Marcus McGhee,Gaston Bolanos,2024-01-13,Bantamweight,509,65,123,28,81,1,3,0,0,107,0,1,0,1,1,1,0,0,0,2024
Matthew Semelsberger,Preston Parsons,2024-01-13,Welterweight,900,28,69,47,87,1,2,7,11,188,2,0,0,0,1,0,0,0,0,2024
Preston Parsons,Matthew Semelsberger,2024-01-13,Welterweight,900,47,87,28,69,7,11,1,2,386,2,0,0,1,1,0,0,0,1,2024
Nikolas Motta,Tom Nolan,2024-01-13,Lightweight,63,21,40,12,20,0,0,0,0,9,0,1,0,1,1,1,0,0,0,2024
Tom Nolan,Nikolas Motta,2024-01-13,Lightweight,63,12,20,21,40,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2024
Brunno Ferreira,Phil Hawes,2024-01-13,Middleweight,295,19,43,13,27,1,4,0,1,97,0,1,0,1,1,1,0,0,0,2024
Phil Hawes,Brunno Ferreira,2024-01-13,Middleweight,295,13,27,19,43,0,1,1,4,0,0,0,1,0,1,0,1,0,0,2024
Mario Bautista,Ricky Simon,2024-01-13,Bantamweight,900,112,270,45,108,0,3,2,13,14,0,0,0,1,1,0,0,0,1,2024
Ricky Simon,Mario Bautista,2024-01-13,Bantamweight,900,45,108,112,270,2,13,0,3,180,0,0,0,0,1,0,0,0,0,2024
Jean Silva,Westin Wilson,2024-01-13,Featherweight,252,25,36,11,36,1,1,0,3,8,0,1,0,1,1,1,0,0,0,2024
Westin Wilson,Jean Silva,2024-01-13,Featherweight,252,11,36,25,36,0,3,1,1,4,0,0,1,0,1,0,1,0,0,2024
Alexander Gustafsson,Jan Blachowicz,2016-09-03,Light Heavyweight,900,50,100,28,90,4,5,0,1,643,0,0,0,1,1,0,0,0,1,2016
Jan Blachowicz,Alexander Gustafsson,2016-09-03,Light Heavyweight,900,28,90,50,100,0,1,4,5,0,0,0,0,0,1,0,0,0,0,2016
Andrei Arlovski,Josh Barnett,2016-09-03,Heavyweight,773,38,62,53,82,1,2,1,2,144,0,0,0,0,1,0,0,0,0,2016
Josh Barnett,Andrei Arlovski,2016-09-03,Heavyweight,773,53,82,38,62,1,2,1,2,394,1,0,0,1,1,0,0,1,0,2016
Ashlee Evans-Smith,Veronica Hardy,2016-09-03,Women's Bantamweight,766,73,115,23,41,2,5,0,0,361,0,0,0,1,1,1,0,0,0,2016
Veronica Hardy,Ashlee Evans-Smith,2016-09-03,Women's Bantamweight,766,23,41,73,115,0,0,2,5,107,0,0,0,0,1,0,1,0,0,2016
Christian Colombo,Jarjis Danho,2016-09-03,Heavyweight,900,76,159,52,98,0,1,1,5,113,0,0,0,0,0,0,0,0,0,2016
Jarjis Danho,Christian Colombo,2016-09-03,Heavyweight,900,52,98,76,159,1,5,0,1,219,0,0,0,0,0,0,0,0,0,2016
Jessin Ayari,Jim Wallhead,2016-09-03,Welterweight,900,70,172,47,135,0,3,0,0,12,0,0,1,1,1,0,0,0,1,2016
Jim Wallhead,Jessin Ayari,2016-09-03,Welterweight,900,47,135,70,172,0,0,0,3,34,0,1,0,0,1,0,0,0,0,2016
Nick Hein,Tae Hyun Bang,2016-09-03,Lightweight,900,20,76,40,117,2,5,0,2,7,0,0,0,1,1,0,0,0,1,2016
Tae Hyun Bang,Nick Hein,2016-09-03,Lightweight,900,40,117,20,76,0,2,2,5,139,0,0,0,0,1,0,0,0,0,2016
Nicolas Dalby,Peter Sobotta,2016-09-03,Welterweight,900,14,52,38,76,0,1,3,5,28,0,0,1,0,1,0,0,0,0,2016
Peter Sobotta,Nicolas Dalby,2016-09-03,Welterweight,900,38,76,14,52,3,5,0,1,622,1,1,0,1,1,0,0,0,1,2016
Leandro Silva,Rustam Khabilov,2016-09-03,Lightweight,900,29,83,24,82,0,2,2,10,13,0,0,0,0,1,0,0,0,0,2016
Rustam Khabilov,Leandro Silva,2016-09-03,Lightweight,900,24,82,29,83,2,10,0,2,232,0,0,0,1,1,0,0,0,1,2016
Ilir Latifi,Ryan Bader,2016-09-03,Light Heavyweight,426,9,30,13,34,0,5,0,1,26,0,1,1,0,1,0,1,0,0,2016
Ryan Bader,Ilir Latifi,2016-09-03,Light Heavyweight,426,13,34,9,30,0,1,0,5,2,0,1,1,1,1,1,0,0,0,2016
Jack Hermansson,Scott Askham,2016-09-03,Middleweight,900,88,156,37,106,1,6,0,3,195,0,0,0,1,1,0,0,0,1,2016
Scott Askham,Jack Hermansson,2016-09-03,Middleweight,900,37,106,88,156,0,3,1,6,105,2,0,0,0,1,0,0,0,0,2016
Leandro Issa,Taylor Lapilus,2016-09-03,Bantamweight,900,19,61,63,146,3,14,0,0,389,0,0,0,0,1,0,0,0,0,2016
Taylor Lapilus,Leandro Issa,2016-09-03,Bantamweight,900,63,146,19,61,0,0,3,14,57,0,0,0,1,1,0,0,0,1,2016
Chris Duncan,Yanal Ashmouz,2023-07-22,Lightweight,900,85,206,35,98,2,4,0,1,48,0,0,0,1,1,0,0,0,1,2023
Yanal Ashmouz,Chris Duncan,2023-07-22,Lightweight,900,35,98,85,206,0,1,2,4,0,0,0,0,0,1,0,0,0,0,2023
Danny Roberts,Jonny Parsons,2023-07-22,Welterweight,597,44,133,63,124,0,2,0,0,5,0,0,2,0,1,0,1,0,0,2023
Jonny Parsons,Danny Roberts,2023-07-22,Welterweight,597,63,124,44,133,0,0,0,2,86,0,2,0,1,1,1,0,0,0,2023
Daniel Marcos,Davey Grant,2023-07-22,Bantamweight,900,48,140,70,215,1,1,0,1,13,0,0,0,1,1,0,0,0,1,2023
Davey Grant,Daniel Marcos,2023-07-22,Bantamweight,900,70,215,48,140,0,1,1,1,6,0,0,0,0,1,0,0,0,0,2023
Daniel Barez,Jafel Filho,2023-07-22,Flyweight,206,18,30,21,54,0,0,1,4,12,0,1,0,0,1,0,0,0,0,2023
Jafel Filho,Daniel Barez,2023-07-22,Flyweight,206,21,54,18,30,1,4,0,0,55,1,0,1,1,1,0,0,1,0,2023
Fares Ziam,Jai Herbert,2023-07-22,Lightweight,900,61,113,49,134,1,5,0,6,90,0,0,0,1,1,0,0,0,1,2023
Jai Herbert,Fares Ziam,2023-07-22,Lightweight,900,49,134,61,113,0,6,1,5,252,0,0,0,0,1,0,0,0,0,2023
Ketlen Vieira,Pannie Kianzad,2023-07-22,Women's Bantamweight,900,15,33,22,51,3,3,0,0,649,3,0,0,1,1,0,0,0,1,2023
Pannie Kianzad,Ketlen Vieira,2023-07-22,Women's Bantamweight,900,22,51,15,33,0,0,3,3,131,0,0,0,0,1,0,0,0,0,2023
Josh Culibao,Lerone Murphy,2023-07-22,Featherweight,900,23,59,59,109,0,2,3,5,90,0,0,1,0,1,0,0,0,0,2023
Lerone Murphy,Josh Culibao,2023-07-22,Featherweight,900,59,109,23,59,3,5,0,2,458,2,1,0,1,1,0,0,0,1,2023
Bryan Barberena,Makhmud Muradov,2023-07-22,Middleweight,900,28,81,54,97,0,1,13,16,2,0,0,2,0,1,0,0,0,0,2023
Makhmud Muradov,Bryan Barberena,2023-07-22,Middleweight,900,54,97,28,81,13,16,0,1,310,0,2,0,1,1,0,0,0,1,2023
Joel Alvarez,Marc Diakiese,2023-07-22,Lightweight,566,42,75,20,46,0,1,2,3,86,1,0,0,1,1,0,0,1,0,2023
Marc Diakiese,Joel Alvarez,2023-07-22,Lightweight,566,20,46,42,75,2,3,0,1,189,0,0,0,0,1,0,0,0,0,2023
Jamal Pogues,Mick Parkin,2023-07-22,Heavyweight,900,36,135,95,156,0,1,0,0,77,0,0,0,0,1,0,0,0,0,2023
Mick Parkin,Jamal Pogues,2023-07-22,Heavyweight,900,95,156,36,135,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2023
Julija Stoliarenko,Molly McCann,2023-07-22,Women's Flyweight,115,9,29,6,16,1,1,0,0,19,1,0,0,1,1,0,0,1,0,2023
Molly McCann,Julija Stoliarenko,2023-07-22,Women's Flyweight,115,6,16,9,29,0,0,1,1,7,0,0,0,0,1,0,0,0,0,2023
Andre Fili,Nathaniel Wood,2023-07-22,Featherweight,900,58,151,84,148,0,2,1,2,175,0,1,1,0,1,0,0,0,0,2023
Nathaniel Wood,Andre Fili,2023-07-22,Featherweight,900,84,148,58,151,1,2,0,2,107,0,1,1,1,1,0,0,0,1,2023
Andre Muniz,Paul Craig,2023-07-22,Middleweight,580,24,40,40,82,2,2,2,2,107,0,0,0,0,1,0,1,0,0,2023
Paul Craig,Andre Muniz,2023-07-22,Middleweight,580,40,82,24,40,2,2,2,2,176,1,0,0,1,1,1,0,0,0,2023
Bruna Brasil,Shauna Bannon,2023-07-22,Women's Strawweight,900,56,90,54,144,2,3,0,2,201,0,0,0,1,1,0,0,0,1,2023
Shauna Bannon,Bruna Brasil,2023-07-22,Women's Strawweight,900,54,144,56,90,0,2,2,3,65,0,0,0,0,1,0,0,0,0,2023
Marcin Tybura,Tom Aspinall,2023-07-22,Heavyweight,73,4,15,13,18,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2023
Tom Aspinall,Marcin Tybura,2023-07-22,Heavyweight,73,13,18,4,15,0,0,0,0,5,0,1,0,1,1,1,0,0,0,2023
Bibulatov Magomed,Rogerio Bontorin,2019-02-02,Flyweight,900,58,98,40,77,4,8,1,3,137,0,0,0,0,1,0,0,0,0,2019
Rogerio Bontorin,Bibulatov Magomed,2019-02-02,Flyweight,900,40,77,58,98,1,3,4,8,179,2,0,0,1,1,0,0,0,1,2019
Charles Oliveira,David Teymur,2019-02-02,Lightweight,355,28,58,26,53,1,1,0,0,12,1,0,1,1,1,0,0,1,0,2019
David Teymur,Charles Oliveira,2019-02-02,Lightweight,355,26,53,28,58,0,0,1,1,35,0,1,0,0,1,0,0,0,0,2019
Demian Maia,Lyman Good,2019-02-02,Welterweight,158,0,1,0,2,2,4,0,0,132,2,0,0,1,1,0,0,1,0,2019
Lyman Good,Demian Maia,2019-02-02,Welterweight,158,0,2,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,2019
Felipe Colares,Geraldo de Freitas,2019-02-02,Featherweight,900,21,51,49,76,3,8,6,9,254,0,0,0,0,1,0,0,0,0,2019
Geraldo de Freitas,Felipe Colares,2019-02-02,Featherweight,900,49,76,21,51,6,9,3,8,394,0,0,0,1,1,0,0,0,1,2019
Johnny Walker,Justin Ledet,2019-02-02,Light Heavyweight,15,7,8,0,4,0,0,0,0,4,0,1,0,1,1,1,0,0,0,2019
Justin Ledet,Johnny Walker,2019-02-02,Light Heavyweight,15,0,4,7,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2019
Jose Aldo,Renato Moicano,2019-02-02,Featherweight,344,26,50,24,53,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2019
Renato Moicano,Jose Aldo,2019-02-02,Featherweight,344,24,53,26,50,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2019
Jairzinho Rozenstruik,Junior Albini,2019-02-02,Heavyweight,354,19,27,18,27,0,0,2,6,15,0,1,0,1,1,1,0,0,0,2019
Junior Albini,Jairzinho Rozenstruik,2019-02-02,Heavyweight,354,18,27,19,27,2,6,0,0,186,0,0,1,0,1,0,1,0,0,2019
Livinha Souza,Sarah Frota,2019-02-02,Women's Strawweight,900,23,65,32,90,4,10,0,0,221,3,0,0,1,1,0,0,0,1,2019
Sarah Frota,Livinha Souza,2019-02-02,Women's Strawweight,900,32,90,23,65,0,0,4,10,275,0,0,0,0,1,0,0,0,0,2019
Mara Romero Borella,Taila Santos,2019-02-02,Women's Flyweight,900,29,83,36,100,2,5,1,1,356,0,0,0,1,1,0,0,0,1,2019
Taila Santos,Mara Romero Borella,2019-02-02,Women's Flyweight,900,36,100,29,83,1,1,2,5,166,2,0,0,0,1,0,0,0,0,2019
Anthony Hernandez,Markus Perez,2019-02-02,Middleweight,367,17,35,16,32,0,0,1,7,37,0,0,0,0,1,0,0,0,0,2019
Markus Perez,Anthony Hernandez,2019-02-02,Middleweight,367,16,32,17,35,1,7,0,0,160,1,0,0,1,1,0,0,1,0,2019
Marlon Moraes,Raphael Assuncao,2019-02-02,Bantamweight,197,10,23,2,12,0,0,0,0,75,1,1,0,1,1,0,0,1,0,2019
Raphael Assuncao,Marlon Moraes,2019-02-02,Bantamweight,197,2,12,10,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2019
Ricardo Ramos,Said Nurmagomedov,2019-02-02,Bantamweight,148,2,8,17,24,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2019
Said Nurmagomedov,Ricardo Ramos,2019-02-02,Bantamweight,148,17,24,2,8,0,0,0,0,4,0,1,0,1,1,1,0,0,0,2019
Max Griffin,Thiago Alves,2019-02-02,Welterweight,900,112,154,83,135,2,4,0,1,220,0,1,0,0,1,0,0,0,0,2019
Thiago Alves,Max Griffin,2019-02-02,Welterweight,900,83,135,112,154,0,1,2,4,73,0,0,1,1,1,0,0,0,1,2019
Gray Maynard,Ross Pearson,2014-08-16,Lightweight,395,15,47,26,55,2,4,0,0,72,0,0,1,0,1,0,1,0,0,2014
Ross Pearson,Gray Maynard,2014-08-16,Lightweight,395,26,55,15,47,0,0,2,4,7,0,1,0,1,1,1,0,0,0,2014
Jussier Formiga,Zach Makovsky,2014-08-16,Flyweight,900,11,28,25,69,2,4,1,4,282,0,0,0,1,1,0,0,0,1,2014
Zach Makovsky,Jussier Formiga,2014-08-16,Flyweight,900,25,69,11,28,1,4,2,4,247,0,0,0,0,1,0,0,0,0,2014
Frankie Saenz,Nolan Ticman,2014-08-16,Bantamweight,900,67,129,25,53,5,9,0,0,345,0,0,0,1,1,0,0,0,1,2014
Nolan Ticman,Frankie Saenz,2014-08-16,Bantamweight,900,25,53,67,129,0,0,5,9,18,0,0,0,0,1,0,0,0,0,2014
Ovince Saint Preux,Ryan Bader,2014-08-16,Light Heavyweight,1500,24,91,24,72,2,2,9,21,105,0,0,0,0,1,0,0,0,0,2014
Ryan Bader,Ovince Saint Preux,2014-08-16,Light Heavyweight,1500,24,72,24,91,9,21,2,2,607,1,0,0,1,1,0,0,0,1,2014
Lauren Murphy,Sara McMann,2014-08-16,Women's Bantamweight,900,48,83,38,80,0,0,5,9,16,0,0,0,0,1,0,0,0,0,2014
Sara McMann,Lauren Murphy,2014-08-16,Women's Bantamweight,900,38,80,48,83,5,9,0,0,638,0,0,0,1,1,0,0,0,1,2014
Alan Jouban,Seth Baczynski,2014-08-16,Welterweight,263,25,43,25,65,0,0,1,2,17,0,1,0,1,1,1,0,0,0,2014
Seth Baczynski,Alan Jouban,2014-08-16,Welterweight,263,25,65,25,43,1,2,0,0,43,0,0,1,0,1,0,1,0,0,2014
Jack May,Shawn Jordan,2014-08-16,Heavyweight,723,20,59,32,54,0,0,3,4,0,0,0,0,0,1,0,1,0,0,2014
Shawn Jordan,Jack May,2014-08-16,Heavyweight,723,32,54,20,59,3,4,0,0,317,0,0,0,1,1,1,0,0,0,2014
Robert Peralta,Thiago Tavares,2014-08-16,Featherweight,267,0,2,18,31,0,0,2,3,0,0,0,0,0,1,0,0,0,0,2014
Thiago Tavares,Robert Peralta,2014-08-16,Featherweight,267,18,31,0,2,2,3,0,0,233,1,0,0,1,1,0,0,1,0,2014
Brad Tavares,Tim Boetsch,2014-08-16,Middleweight,498,24,56,14,28,0,1,1,5,259,0,0,2,0,1,0,1,0,0,2014
Tim Boetsch,Brad Tavares,2014-08-16,Middleweight,498,14,28,24,56,1,5,0,1,36,0,2,0,1,1,1,0,0,0,2014
Sam Alvey,Tom Watson,2014-08-16,Middleweight,900,82,168,85,167,0,0,0,4,26,0,0,0,0,1,0,0,0,0,2014
Tom Watson,Sam Alvey,2014-08-16,Middleweight,900,85,167,82,168,0,4,0,0,86,0,0,0,1,1,0,0,0,1,2014
Cezar Ferreira,Jack Hermansson,2016-11-19,Middleweight,431,10,30,14,49,1,1,0,0,81,1,0,0,1,1,0,0,1,0,2016
Jack Hermansson,Cezar Ferreira,2016-11-19,Middleweight,431,14,49,10,30,0,0,1,1,2,0,0,0,0,1,0,0,0,0,2016
Claudia Gadelha,Cortney Casey,2016-11-19,Women's Strawweight,900,34,80,22,68,6,6,0,1,385,1,0,0,1,1,0,0,0,1,2016
Cortney Casey,Claudia Gadelha,2016-11-19,Women's Strawweight,900,22,68,34,80,0,1,6,6,19,0,0,0,0,1,0,0,0,0,2016
Darren Stewart,Francimar Barroso,2016-11-19,Light Heavyweight,94,7,10,0,1,1,2,0,0,75,0,0,0,0,0,0,0,0,0,2016
Francimar Barroso,Darren Stewart,2016-11-19,Light Heavyweight,94,0,1,7,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2016
Johnny Eduardo,Manvel Gamburyan,2016-11-19,Bantamweight,346,26,54,11,24,0,0,0,3,31,0,1,0,1,1,1,0,0,0,2016
Manvel Gamburyan,Johnny Eduardo,2016-11-19,Bantamweight,346,11,24,26,54,0,3,0,0,0,0,0,1,0,1,0,1,0,0,2016
Christian Colombo,Luis Henrique,2016-11-19,Heavyweight,732,3,14,31,52,0,0,6,6,0,0,0,0,0,1,0,0,0,0,2016
Luis Henrique,Christian Colombo,2016-11-19,Heavyweight,732,31,52,3,14,6,6,0,0,554,2,0,0,1,1,0,0,1,0,2016
Gadzhimurad Antigulov,Marcos Rogerio de Lima,2016-11-19,Light Heavyweight,67,0,4,2,6,1,1,0,0,29,1,0,0,1,1,0,0,1,0,2016
Marcos Rogerio de Lima,Gadzhimurad Antigulov,2016-11-19,Light Heavyweight,67,2,6,0,4,0,0,1,1,21,0,0,0,0,1,0,0,0,0,2016
Justin Scoggins,Pedro Munhoz,2016-11-19,Bantamweight,415,44,102,28,79,1,1,0,4,7,0,0,0,0,1,0,0,0,0,2016
Pedro Munhoz,Justin Scoggins,2016-11-19,Bantamweight,415,28,79,44,102,0,4,1,1,8,1,0,0,1,1,0,0,1,0,2016
Rogerio Nogueira,Ryan Bader,2016-11-19,Light Heavyweight,831,3,12,86,116,0,0,5,5,0,0,0,0,0,1,0,1,0,0,2016
Ryan Bader,Rogerio Nogueira,2016-11-19,Light Heavyweight,831,86,116,3,12,5,5,0,0,678,1,0,0,1,1,1,0,0,0,2016
Sergio Moraes,Zak Ottow,2016-11-19,Welterweight,900,35,91,44,141,1,3,0,1,245,0,0,0,1,1,0,0,0,1,2016
Zak Ottow,Sergio Moraes,2016-11-19,Welterweight,900,44,141,35,91,0,1,1,3,0,0,0,0,0,1,0,0,0,0,2016
Krzysztof Jotko,Thales Leites,2016-11-19,Middleweight,900,42,83,4,14,1,2,1,8,484,0,0,0,1,1,0,0,0,1,2016
Thales Leites,Krzysztof Jotko,2016-11-19,Middleweight,900,4,14,42,83,1,8,1,2,169,1,0,0,0,1,0,0,0,0,2016
Albert Morales,Thomas Almeida,2016-11-19,Bantamweight,397,18,74,41,79,1,2,0,0,36,0,0,1,0,1,0,1,0,0,2016
Thomas Almeida,Albert Morales,2016-11-19,Bantamweight,397,41,79,18,74,0,0,1,2,6,0,1,0,1,1,1,0,0,0,2016
Kamaru Usman,Warlley Alves,2016-11-19,Welterweight,900,71,150,25,73,1,2,0,0,321,1,0,0,1,1,0,0,0,1,2016
Warlley Alves,Kamaru Usman,2016-11-19,Welterweight,900,25,73,71,150,0,0,1,2,0,1,0,0,0,1,0,0,0,0,2016
Abdul Razak Alhassan,Alessio Di Chirico,2021-08-28,Middleweight,17,1,1,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2021
Alessio Di Chirico,Abdul Razak Alhassan,2021-08-28,Middleweight,17,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2021
Andre Petroski,Micheal Gillmore,2021-08-28,Middleweight,792,46,80,31,52,4,9,0,0,458,1,0,0,1,1,1,0,0,0,2021
Micheal Gillmore,Andre Petroski,2021-08-28,Middleweight,792,31,52,46,80,0,0,4,9,3,0,0,0,0,1,0,1,0,0,2021
Bryan Battle,Gilbert Urbina,2021-08-28,Middleweight,435,46,87,45,76,1,1,2,6,82,1,0,0,1,1,0,0,1,0,2021
Gilbert Urbina,Bryan Battle,2021-08-28,Middleweight,435,45,76,46,87,2,6,1,1,160,0,0,0,0,1,0,0,0,0,2021
Darren Stewart,Dustin Jacoby,2021-08-28,Light Heavyweight,184,18,33,37,61,2,2,0,1,43,0,0,0,0,1,0,1,0,0,2021
Dustin Jacoby,Darren Stewart,2021-08-28,Light Heavyweight,184,37,61,18,33,0,1,2,2,23,0,0,0,1,1,1,0,0,0,2021
Edson Barboza,Giga Chikadze,2021-08-28,Featherweight,704,33,95,60,117,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2021
Giga Chikadze,Edson Barboza,2021-08-28,Featherweight,704,60,117,33,95,0,0,0,0,41,2,2,0,1,1,1,0,0,0,2021
JJ Aldrich,Vanessa Demopoulos,2021-08-28,Women's Flyweight,900,93,134,70,162,1,2,0,5,259,0,0,0,1,1,0,0,0,1,2021
Vanessa Demopoulos,JJ Aldrich,2021-08-28,Women's Flyweight,900,70,162,93,134,0,5,1,2,113,0,0,0,0,1,0,0,0,0,2021
Jamall Emmers,Pat Sabatini,2021-08-28,Featherweight,113,10,14,1,9,0,0,0,1,49,1,0,0,0,1,0,0,0,0,2021
Pat Sabatini,Jamall Emmers,2021-08-28,Featherweight,113,1,9,10,14,0,1,0,0,0,2,0,0,1,1,0,0,1,0,2021
Daniel Rodriguez,Kevin Lee,2021-08-28,Welterweight,900,120,210,56,160,0,0,3,7,45,0,0,0,1,1,0,0,0,1,2021
Kevin Lee,Daniel Rodriguez,2021-08-28,Welterweight,900,56,160,120,210,3,7,0,0,214,0,0,0,0,1,0,0,0,0,2021
Gerald Meerschaert,Makhmud Muradov,2021-08-28,Middleweight,409,32,56,40,99,3,10,0,0,55,1,0,0,1,1,0,0,1,0,2021
Makhmud Muradov,Gerald Meerschaert,2021-08-28,Middleweight,409,40,99,32,56,0,0,3,10,16,0,0,0,0,1,0,0,0,0,2021
